User_name,ID,Tweet_time,List_of_specified_retweets
DHSCgovuk,1360570582966939650,2021-02-13 12:44:39,MattHancock
DHSCgovuk,1360536694680870912,2021-02-13 10:30:00,DWP,NHSEngland
PHE_uk,1386964844964888583,2021-04-27 08:46:02,MHRAgovuk
PHE_uk,1380464258757095429,2021-04-09 10:15:01,NHSEngland
PHE_uk,1380097847375368193,2021-04-08 09:59:02,MHRAgovuk
PHE_uk,1376511095154823177,2021-03-29 12:26:34,DHSCgovuk
PHE_uk,1372601660879609856,2021-03-18 17:31:52,MHRAgovuk
PHE_uk,1372601025559990272,2021-03-18 17:29:20,MHRAgovuk
PHE_uk,1371129768469495808,2021-03-14 16:03:05,nadhimzahawi
PHE_uk,1370296181075632133,2021-03-12 08:50:43,DHSCgovuk
PHE_uk,1366704783634137088,2021-03-02 10:59:47,DHSCgovuk
PHE_uk,1366419596077596674,2021-03-01 16:06:33,MHRAgovuk
PHE_uk,1366361337312514050,2021-03-01 12:15:03,nadhimzahawi
PHE_uk,1364607201197850625,2021-02-24 16:04:44,nadhimzahawi
PHE_uk,1364220489472745482,2021-02-23 14:28:05,nadhimzahawi
PHE_uk,1364218057544073217,2021-02-23 14:18:25,DHSCgovuk,nadhimzahawi
PHE_uk,1363875885821091844,2021-02-22 15:38:45,DHSCgovuk
PHE_uk,1362807953099788288,2021-02-19 16:55:10,DCMS
PHE_uk,1362027524960698380,2021-02-17 13:14:01,DCMS
PHE_uk,1361617155222028293,2021-02-16 10:03:22,DHSCgovuk
PHE_uk,1361354204749717507,2021-02-15 16:38:29,MHRAgovuk
PHE_uk,1359080147283042306,2021-02-09 10:02:12,MHRAgovuk
PHE_uk,1358746150115885057,2021-02-08 11:55:01,DHSCgovuk,nadhimzahawi
PHE_uk,1353629173957472256,2021-01-25 09:01:58,MHRAgovuk
PHE_uk,1352304534606008330,2021-01-21 17:18:20,DHSCgovuk
PHE_uk,1351840461267337223,2021-01-20 10:34:16,DCMS
PHE_uk,1351118845633830913,2021-01-18 10:46:50,MHRAgovuk
PHE_uk,1348940114043482114,2021-01-12 10:29:19,DHSCgovuk
PHE_uk,1348605692429692928,2021-01-11 12:20:27,keithridge1
PHE_uk,1347528986277126151,2021-01-08 13:02:00,MattHancock,DHSCgovuk
PHE_uk,1347484221435224065,2021-01-08 10:04:08,DHSCgovuk
PHE_uk,1347171443910578176,2021-01-07 13:21:16,DCMS
PHE_uk,1346748659942174721,2021-01-06 09:21:16,MHRAgovuk
PHE_uk,1346414142945697793,2021-01-05 11:12:01,MHRAgovuk
PHE_uk,1344198678471434240,2020-12-30 08:28:33,keithridge1,MHRAgovuk
PHE_uk,1342153704477241345,2020-12-24 17:02:33,DHSCgovuk
PHE_uk,1342029780208791552,2020-12-24 08:50:07,MHRAgovuk
PHE_uk,1341343836191264768,2020-12-22 11:24:26,MHRAgovuk
PHE_uk,1341060874912608259,2020-12-21 16:40:02,MHRAgovuk
PHE_uk,1332364590286516225,2020-11-27 16:44:07,DHSCgovuk
NHSEngland,1385991976445698049,2021-04-24 16:20:12,nadhimzahawi
NHSEngland,1385863600754020356,2021-04-24 07:50:05,DCMS,DHSCgovuk
NHSEngland,1385506260183920646,2021-04-23 08:10:08,MHRAgovuk,DHSCgovuk
NHSEngland,1385186691422556163,2021-04-22 11:00:17,DHSCgovuk
NHSEngland,1384909834424885251,2021-04-21 16:40:09,MHRAgovuk,DHSCgovuk
NHSEngland,1384145723692777474,2021-04-19 14:03:51,MHRAgovuk
NHSEngland,1384049162740649992,2021-04-19 07:40:09,DHSCgovuk
NHSEngland,1381879867558486017,2021-04-13 08:00:09,DHSCgovuk
NHSEngland,1380093801063194624,2021-04-08 09:42:57,MHRAgovuk
NHSEngland,1379700480205545474,2021-04-07 07:40:02,MHRAgovuk
NHSEngland,1378667424095080448,2021-04-04 11:15:02,MHRAgovuk
NHSEngland,1377541253777219585,2021-04-01 08:40:03,MHRAgovuk,DHSCgovuk
NHSEngland,1377187682074292236,2021-03-31 09:15:04,MHRAgovuk
NHSEngland,1376855483643006977,2021-03-30 11:15:02,DHSCgovuk,MHRAgovuk
NHSEngland,1376173507541929987,2021-03-28 14:05:06,DHSCgovuk
NHSEngland,1376075366503231488,2021-03-28 07:35:08,MHRAgovuk
NHSEngland,1375728053918314496,2021-03-27 08:35:02,MattHancock
NHSEngland,1374997017483739147,2021-03-25 08:10:09,DHSCgovuk
NHSEngland,1374007999174475784,2021-03-22 14:40:09,MHRAgovuk
NHSEngland,1373923673938231296,2021-03-22 09:05:04,MHRAgovuk
NHSEngland,1373644051426213888,2021-03-21 14:33:57,PHE_uk
NHSEngland,1373577626594521088,2021-03-21 10:10:00,PHE_uk,DHSCgovuk
NHSEngland,1373296175877591040,2021-03-20 15:31:37,nadhimzahawi
NHSEngland,1373295010821632008,2021-03-20 15:26:59,DHSCgovuk
NHSEngland,1372620089984442371,2021-03-18 18:45:06,MHRAgovuk
NHSEngland,1372543330769379333,2021-03-18 13:40:05,DHSCgovuk
NHSEngland,1371018275027554305,2021-03-14 08:40:03,DHSCgovuk
NHSEngland,1368511760135839744,2021-03-07 10:40:03,DHSCgovuk
NHSEngland,1368457649822593025,2021-03-07 07:05:03,DHSCgovuk
NHSEngland,1367833614327689222,2021-03-05 13:45:21,DHSCgovuk
NHSEngland,1366424260475031555,2021-03-01 16:25:05,DHSCgovuk
NHSEngland,1366297354639466496,2021-03-01 08:00:48,DHSCgovuk
NHSEngland,1366082858377437187,2021-02-28 17:48:28,DHSCgovuk
NHSEngland,1366031837626331146,2021-02-28 14:25:44,PHE_uk
NHSEngland,1365943608269012993,2021-02-28 08:35:08,DHSCgovuk
NHSEngland,1365321594256711683,2021-02-26 15:23:29,MHRAgovuk,DHSCgovuk
NHSEngland,1365213826690519044,2021-02-26 08:15:15,DHSCgovuk
NHSEngland,1364561992120434688,2021-02-24 13:05:05,nadhimzahawi
NHSEngland,1363467262758432770,2021-02-21 12:35:02,DHSCgovuk
NHSEngland,1363430824725647361,2021-02-21 10:10:14,DHSCgovuk,nadhimzahawi
NHSEngland,1363400577439432704,2021-02-21 08:10:03,PHE_uk,DHSCgovuk
NHSEngland,1361588633308975110,2021-02-16 08:10:01,DHSCgovuk,PHE_uk
NHSEngland,1361379429486837769,2021-02-15 18:18:43,MHRAgovuk
NHSEngland,1359143681308192771,2021-02-09 14:14:39,MHRAgovuk
NHSEngland,1359063273094737923,2021-02-09 08:55:09,MHRAgovuk
NHSEngland,1358751454027276288,2021-02-08 12:16:05,MHRAgovuk
NHSEngland,1358461793572642825,2021-02-07 17:05:05,PHE_uk
NHSEngland,1358332139784257536,2021-02-07 08:29:53,nadhimzahawi
NHSEngland,1357630129971822600,2021-02-05 10:00:21,DHSCgovuk
NHSEngland,1357285298938519553,2021-02-04 11:10:07,DHSCgovuk
NHSEngland,1357232433503084545,2021-02-04 07:40:02,DHSCgovuk
NHSEngland,1356590715317411842,2021-02-02 13:10:05,MHRAgovuk
NHSEngland,1356305966283845634,2021-02-01 18:18:35,DHSCgovuk
NHSEngland,1356176756571561984,2021-02-01 09:45:09,DHSCgovuk
NHSEngland,1356147788963336192,2021-02-01 07:50:03,PHE_uk,DCMS,DHSCgovuk
NHSEngland,1355504812868186121,2021-01-30 13:15:06,DHSCgovuk
NHSEngland,1355451951761264642,2021-01-30 09:45:03,MHRAgovuk
NHSEngland,1354797876350738432,2021-01-28 14:25:59,keithridge1,MHRAgovuk
NHSEngland,1354696978966474753,2021-01-28 07:45:03,DHSCgovuk
NHSEngland,1354089277609680896,2021-01-26 15:30:16,keithridge1
NHSEngland,1353722327054299138,2021-01-25 15:12:08,DHSCgovuk,MHRAgovuk
NHSEngland,1353670213028487169,2021-01-25 11:45:03,MHRAgovuk,DHSCgovuk
NHSEngland,1353610247705915392,2021-01-25 07:46:46,MHRAgovuk,PHE_uk,DHSCgovuk
NHSEngland,1353335549784969217,2021-01-24 13:35:13,nadhimzahawi,DHSCgovuk
NHSEngland,1353251243431514114,2021-01-24 08:00:13,beisgovuk,DHSCgovuk
NHSEngland,1352640933498646529,2021-01-22 15:35:04,DHSCgovuk
NHSEngland,1352522652024504322,2021-01-22 07:45:03,keithridge1,DHSCgovuk
NHSEngland,1352314851004211203,2021-01-21 17:59:19,DHSCgovuk
NHSEngland,1352179056171773953,2021-01-21 08:59:43,keithridge1,DCMS,DHSCgovuk
NHSEngland,1352157771068825602,2021-01-21 07:35:09,DHSCgovuk
NHSEngland,1351156442896674822,2021-01-18 13:16:13,DHSCgovuk
NHSEngland,1351107311943745536,2021-01-18 10:01:00,DHSCgovuk
NHSEngland,1351061827053088772,2021-01-18 07:00:15,PHE_uk,DHSCgovuk
NHSEngland,1350723292945121280,2021-01-17 08:35:02,DHSCgovuk
NHSEngland,1350126885955629059,2021-01-15 17:05:08,DHSCgovuk
NHSEngland,1350070241078947840,2021-01-15 13:20:03,DHSCgovuk,MHRAgovuk
NHSEngland,1349676399536332801,2021-01-14 11:15:04,keithridge1,DHSCgovuk
NHSEngland,1349388267171549186,2021-01-13 16:10:07,DHSCgovuk,keithridge1
NHSEngland,1348722631344795648,2021-01-11 20:05:08,keithridge1
NHSEngland,1348335061784031235,2021-01-10 18:25:04,DHSCgovuk
NHSEngland,1347856907881635840,2021-01-09 10:45:03,DHSCgovuk,MattHancock
NHSEngland,1347249303597809668,2021-01-07 18:30:39,DHSCgovuk
NHSEngland,1347227936970182661,2021-01-07 17:05:45,keithridge1,nadhimzahawi,DHSCgovuk
NHSEngland,1347158039317499910,2021-01-07 12:28:00,DHSCgovuk,keithridge1
NHSEngland,1347094383682875393,2021-01-07 08:15:03,keithridge1,nadhimzahawi
NHSEngland,1346055032924483588,2021-01-04 11:25:02,PHE_uk
NHSEngland,1346019048665063425,2021-01-04 09:02:03,PHE_uk
NHSEngland,1345805628049039361,2021-01-03 18:54:00,MattHancock
NHSEngland,1344981304253816833,2021-01-01 12:18:26,DHSCgovuk
NHSEngland,1344703177313153024,2020-12-31 17:53:15,nadhimzahawi
NHSEngland,1344693568171102209,2020-12-31 17:15:04,MHRAgovuk
NHSEngland,1344605211038507008,2020-12-31 11:23:58,MHRAgovuk
NHSEngland,1341790836762300422,2020-12-23 17:00:39,MattHancock,DHSCgovuk,MHRAgovuk
NHSEngland,1341030681187651584,2020-12-21 14:40:04,PHE_uk
NHSEngland,1339947297438875652,2020-12-18 14:55:05,MattHancock
NHSEngland,1338768272733462529,2020-12-15 08:50:03,MattHancock,PHE_uk
NHSEngland,1338502761764298753,2020-12-14 15:15:01,DHSCgovuk
NHSEngland,1338389558354960384,2020-12-14 07:45:11,MHRAgovuk,MattHancock,PHE_uk
NHSEngland,1337024289304940546,2020-12-10 13:20:05,MHRAgovuk
NHSEngland,1336714730266890240,2020-12-09 16:50:01,DHSCgovuk
NHSEngland,1336388850562830338,2020-12-08 19:15:05,UKGovScotland
NHSEngland,1336378799622131716,2020-12-08 18:35:09,DHSCgovuk
NHSEngland,1336319022061604864,2020-12-08 14:37:37,keithridge1
NHSEngland,1336206376062734338,2020-12-08 07:10:00,keithridge1,PHE_uk
NHSEngland,1336018904263651328,2020-12-07 18:45:03,keithridge1,DHSCgovuk
NHSEngland,1335637880321019907,2020-12-06 17:31:00,DHSCgovuk
keithridge1,1370797589642240007,2021-03-13 18:03:08,nadhimzahawi,NHSEngland
10DowningStreet,1273953046062653443,2020-06-19 12:17:29,UKGovScotland
10DowningStreet,1268514588481466370,2020-06-04 12:07:00,nadhimzahawi
10DowningStreet,1268499131984752640,2020-06-04 11:05:35,nadhimzahawi
UKGovScotland,1379763645794635778,2021-04-07 11:51:02,DCMS
UKGovScotland,1379372326387597313,2021-04-06 09:56:04,DCMS
healthdpt,1384501513330958336,2021-04-20 13:37:38,publichealthni,nidirect
healthdpt,1381986245300092930,2021-04-13 15:02:51,nidirect,publichealthni
healthdpt,1336330684349075457,2020-12-08 15:23:57,publichealthni
healthdpt,1336262717804597249,2020-12-08 10:53:53,publichealthni
NIHRresearch,1329389479191322625,2020-11-19 11:42:05,NHSResearchScot
transportgovuk,1360539712830779394,2021-02-13 10:41:59,DHSCgovuk,10DowningStreet,DCMS
mhclg,1387017371697750016,2021-04-27 12:14:45,MHRAgovuk,DHSCgovuk
