User_name,Hashtag,id,created_at,favorite_count,retweet_count,text
DHSCgovuk,VaccinesWork,1386643722444496899,2021-04-26 11:30:00,112,87,"It's #WorldImmunisationWeek and there's never been a more important time to be aware:

✅ Vaccines are safe

✅ Vaccines are effective

✅ #VaccinesWork https://t.co/1rKBudgZk5"
DHSCgovuk,COVID19,1386349287555026944,2021-04-25 16:00:01,43,24,"""The surest way out of this pandemic is for all eligible persons to be fully vaccinated.""

Watch GP Dr Charles Esene explain why the second dose of the #COVID19 vaccine is so important 👇

Find out more: https://t.co/PKVgX1hLvB https://t.co/4hVhyExE0K"
DHSCgovuk,COVID19,1386336316552622082,2021-04-25 15:08:29,142,51,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 25 April, 46,253,754 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/31hYZQOPaF"
DHSCgovuk,NHS,1386273782914945024,2021-04-25 11:00:00,245,72,"Every vaccination gives us hope.

Thank you to all of the #NHS staff, armed forces, volunteers and members of the public who have helped to deliver the largest vaccination programme in British history in response to #Covid19.

Watch to see how they've played their part 👇 https://t.co/hIwK6rsH7C"
DHSCgovuk,COVID19,1386251134759620613,2021-04-25 09:30:00,87,29,"ICYMI: A new study from @UniofOxford and @ONS has shown:

🔬 #COVID19 infections fell by 65% after a first dose of the Oxford-AstraZeneca or Pfizer-BioNTech vaccines.

Read more: https://t.co/DHisDzE6eh https://t.co/0BhNJyMT5H"
DHSCgovuk,Covid19,1386228487002853379,2021-04-25 08:00:00,27,16,"Most people catch #Covid19 from the people they spend most time with.

#GetTested regularly to show you care about your loved ones, your friends, colleagues and customers.  

Book a test today:
▶️ https://t.co/6WZi7wtW9c https://t.co/BoTcfss5dF"
DHSCgovuk,COVID19,1386057356820189186,2021-04-24 20:40:00,67,47,"Women who are breastfeeding can have the #COVID19 vaccination

Watch GP @DrNighatArif explain why the JCVI recommends breastfeeding women are offered a jab when they are eligible ⬇️

Get more information:
https://t.co/PKVgX1hLvB https://t.co/ACPOrThXPZ"
DHSCgovuk,COVID19,1385974145377349633,2021-04-24 15:09:21,198,59,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 24 April, 45,580,400 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/1Z8ByVFuER"
DHSCgovuk,VaccinesWork,1385888746223063041,2021-04-24 09:30:00,222,119,"It's #WorldImmunisationWeek and there's never been a more important time to be aware:

✅ Vaccines are safe

✅ Vaccines are effective

✅ #VaccinesWork https://t.co/5RIJgIvoaz"
DHSCgovuk,COVID19,1385692452586237954,2021-04-23 20:30:00,37,15,"The second dose of the #COVID19 vaccine helps to provide maximum protection.

Make sure you attend both appointments.

More about the vaccination: https://t.co/PKVgX10aE3 https://t.co/eqrwmSa3JS"
DHSCgovuk,COVID19,1385669808088391683,2021-04-23 19:00:01,108,44,"If you're invited to get the #COVID19 vaccine during #Ramadan or you have your second dose booked, please take it.

Muslim leaders from @elondonmosque and @BBSIOnline explain why getting an injection does not break your fast ⬇️

Vaccine info: https://t.co/PKVgX10aE3 https://t.co/f08cbhbQT1"
DHSCgovuk,COVID19,1385639611653890053,2021-04-23 17:00:02,12,6,"We are deploying extra surge testing and enhanced contact tracing in a targeted area of Bordesley and Highgate, Birmingham where the #COVID19 variant first identified in South Africa has been found. 

More information ➡️  https://t.co/tkX79dsRoB https://t.co/G2c7CuUJej"
DHSCgovuk,COVID19,1385613081502527490,2021-04-23 15:14:36,111,41,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 23 April, 45,012,308 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/9xlWJKsNYO"
DHSCgovuk,COVID19,1385553203534630912,2021-04-23 11:16:40,289,114,"A new study from @UniofOxford and @ONS has shown:

🔬 #COVID19 infections fell by 65% after a first dose of the Oxford-AstraZeneca or Pfizer-BioNTech vaccines.

Read more: https://t.co/DHisDzmvmJ https://t.co/GCJ96fsNeE"
DHSCgovuk,COVID19,1385496161310609409,2021-04-23 07:30:00,36,27,"Additional surge testing &amp; enhanced contact tracing where the #COVID19 variant first identified in South Africa has been found is ongoing until 26 April.

People living in these areas of London should get a PCR test:

▶️ Wandsworth
▶️ Lambeth
▶️ Targeted areas of Southwark (SE16) https://t.co/mArSlbZEUu"
DHSCgovuk,COVID19,1385330065878118401,2021-04-22 20:30:00,24,12,"Make sure every Iftar is a safe one by following the #COVID19 guidelines this #Ramadan.

Groups of six people or two households can meet outdoors. Remember to keep your distance.

More information: https://t.co/jZcQqL0t5K https://t.co/rsq3tGUjEA"
DHSCgovuk,Covid19,1385307418591117320,2021-04-22 19:00:01,21,25,"Around one in three people who have #Covid19 have no symptoms and could be spreading it without knowing.

#GetTested regularly to show you care about your loved ones, your friends, colleagues and customers

Book a test here:
▶️ https://t.co/6WZi7wLxxM

#GetTested https://t.co/yxv68grEnu"
DHSCgovuk,COVID19,1385284767122292736,2021-04-22 17:30:00,45,41,"""For long-lasting protection a second vaccination is needed""

Watch GP @Dr_Ellie explain why the second dose of the #COVID19 vaccine is so important 👇

Find out more: https://t.co/6ePOXYlDY6 https://t.co/UymVxbynRQ"
DHSCgovuk,COVID19,1385250672828891141,2021-04-22 15:14:31,139,31,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 22 April, 44,450,252 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/jVIfxbFNi1"
DHSCgovuk,CovidVaccine,1385194170134978563,2021-04-22 11:30:00,36,22,"Sharing false information about the #CovidVaccine can be dangerous.

Check before you share. The NHS is the best source of information about the vaccine.

Find out more:
▶️️ https://t.co/PKVgX10aE3 https://t.co/g4ydgtP5eX"
DHSCgovuk,COVID19,1385145095943561216,2021-04-22 08:15:00,20,25,"Watch Sinitta talk to GP Dr Helen Lawal about the #COVID19 vaccine 👇

The singer is encouraging Black people to get the vaccination when they are offered it.

See the conversation in full ▶️ https://t.co/mLMHS2IPpE

@sinittaofficial | @helenlawal https://t.co/Dp4iraiJWZ"
DHSCgovuk,Covid19,1385133770974633984,2021-04-22 07:30:00,16,21,"Millions of people in England are already using regular rapid #Covid19 testing to help protect those around them.

Tests are free, easy to do, and results come back within 30 minutes.

Book your test here:
▶️ https://t.co/2nGOFQmtJL https://t.co/i1b9WjDbJ5"
DHSCgovuk,COVID19,1384922379869167624,2021-04-21 17:30:00,112,62,"The #COVID19 vacine does not contain components of animal origin and a vaccination does not break your fast during #Ramadan.

If you're invited to get your vaccine, or you have a second dose booked this #Ramadan, please take it. 

Details: https://t.co/PKVgX10aE3 https://t.co/N0drnX748w"
DHSCgovuk,COVID19,1384914829232807936,2021-04-21 17:00:00,21,10,"We are deploying additional surge testing and enhanced contact tracing in Birmingham where the #COVID19 variant first identified in South Africa has been found. 
 
This includes targeted areas of: 
▶️ Alum Rock
▶️ Glebe Farm and Tile Cross
 
More info ▶️ https://t.co/O2IaMd4tyP https://t.co/JF1HIRGKsA"
DHSCgovuk,COVID19,1384889351713210373,2021-04-21 15:18:46,202,35,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 21 April, 43,915,559 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/delvTDocK0"
DHSCgovuk,MentalHealth,1384831781581508610,2021-04-21 11:30:00,17,14,"“The proposals will certainly turn things around in favour of the patient.”

Francesco from The Independent Mental Health Network urges people with lived experience of the #MentalHealth Act to respond to our consultation on reforming the Act

Respond now🗣️
https://t.co/j2DVY7dAb0 https://t.co/Zwb42lWy6x"
DHSCgovuk,Covid19,1384816681579651074,2021-04-21 10:30:00,51,36,"Millions of people in England are already using regular rapid #Covid19 testing to help protect those around them.

Tests are free, easy to do, and results come back within 30 minutes.

Book your  test here:
▶️ https://t.co/6WZi7wLxxM https://t.co/tyMjJ6Cowj"
DHSCgovuk,COVID19,1384782708312666116,2021-04-21 08:15:00,59,58,"Women who are breastfeeding can have the #COVID19 vaccination 🤱

Watch GP @DrNighatArif explain why the JCVI recommends breastfeeding women are offered a jab when they are eligible ⬇️

Get more information:
https://t.co/PKVgX1hLvB https://t.co/K2iuxWgzlx"
DHSCgovuk,COVID19,1384771383310303234,2021-04-21 07:30:00,67,60,"More than 90% of community pharmacies in England are now offering free, rapid tests for home use through ‘Pharmacy Collect’.

Regular rapid testing can detect #COVID19 in 30 minutes and help break chains of transmission.

Find your local participating pharmacy here ⬇️"
DHSCgovuk,COVID19,1384575091573460999,2021-04-20 18:30:00,64,28,"The first dose of the #COVID19 vaccine offers a high level of protection, but to get longer-lasting protection everyone will need a second dose ✅✅

Please come back for your second jab when you are contacted or if you have an appointment booked 📅

More: https://t.co/PKVgX10aE3 https://t.co/5PCoqqxpdH"
DHSCgovuk,COVID19,1384527314927640576,2021-04-20 15:20:09,156,45,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 20 April, 43,457,910 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/48Ug9UOK2D"
DHSCgovuk,Covid19,1384492049202925569,2021-04-20 13:00:01,25,25,"Around one in three people who have #Covid19 have no symptoms and are spreading it without knowing. 

When you’re out and about, remember to keep a safe distance from others to help stop the spread. 

More info: 
▶️ https://t.co/VdU3Lzcrhl https://t.co/hIO1jDbwrB"
DHSCgovuk,COVID19,1384447152521465860,2021-04-20 10:01:37,17,11,"Frontline social care workers are eligible for a free #COVID19 vaccination now.

Book online: https://t.co/nmFGy06INb https://t.co/Lxbsghy9VK"
DHSCgovuk,COVID19,1384220259939323907,2021-04-19 19:00:02,145,58,"""After the second dose, you will be better protected and also it should increase the duration of protection so you're protected for longer.""

Prof Andrew Pollard, director of @OxfordVacGroup, encourages everyone to get their second dose of #COVID19 vaccine when it is offered 👇 https://t.co/GBXgvIStmx"
DHSCgovuk,COVID19,1384208927324266496,2021-04-19 18:15:00,74,59,"More than 90% of community pharmacies in England are now offering free rapid #COVID19 tests for home use through ‘Pharmacy Collect’.

This service provides an additional route to twice-weekly, rapid testing for everyone without symptoms.

Learn more 👇🏻"
DHSCgovuk,COVID19,1384197602594361354,2021-04-19 17:30:00,39,36,"Stay safe this #Ramadan by following #COVID19 guidelines.
 
Watch Muslim leaders and health experts including @QariAsim @DrAmirKhanGP and @fhussain73 answer some frequently asked questions about celebrating this year ⬇️
 
Find out more:
▶️ https://t.co/VdU3Lzu28T https://t.co/R0kCsjEGCZ"
DHSCgovuk,COVID19,1384164146518716429,2021-04-19 15:17:03,105,43,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 19 April, 43,084,487 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQxWqz https://t.co/gVH1TieQ0I"
DHSCgovuk,Covid19,1384107006022373376,2021-04-19 11:30:00,37,27,"All adults in England can now get free rapid #Covid19 tests twice a week.

The more of us that take part, the more we can help protect each other.

#GetTested today:
▶️ https://t.co/6WZi7wLxxM https://t.co/MuF2cJFqeX"
DHSCgovuk,MentalHealth,1384076807834537991,2021-04-19 09:30:00,39,29,"""It’s important that the voices of those with lived experience are heard""

Independent Mental Health Network trustee Kaz calls for people with lived experience of the #MentalHealth Act to respond to our consultation on proposed reforms.

Have your say 🗣️
https://t.co/UJqYKWl0py https://t.co/mujDBwb3Ax"
DHSCgovuk,COVID19,1384057932308901892,2021-04-19 08:15:00,45,41,"The JCVI has advised that pregnant women should be offered the #COVID19 vaccination at the same time as everyone else, based on age and clinical risk.

There have been no specific safety concerns from COVID-19 vaccines in relation to pregnancy.

More:
https://t.co/NRsSNXLVOm https://t.co/i4TTFH1Mgw"
DHSCgovuk,Covid19,1384046609231585281,2021-04-19 07:30:00,27,25,"Most people catch #Covid19 from the people they spend most time with.

#GetTested regularly to show you care about your loved ones, your friends, colleagues and customers.  

Book a test today:
▶️ https://t.co/6WZi7wtW9c https://t.co/DalY0kSiJf"
DHSCgovuk,Covid19,1383871704980676608,2021-04-18 19:55:00,48,42,"Around 1 in 3 people who have #Covid19 have no symptoms and could be spreading it without knowing.

#GetTested regularly to show you care about your loved ones, your friends, colleagues and customers

Book a test here:
▶️ https://t.co/6WZi7wLxxM

#GetTested https://t.co/2LsxE1j8fR"
DHSCgovuk,COVID19,1383827672636219392,2021-04-18 17:00:02,23,7,"Make sure every Iftar is a safe one by following the #COVID19 guidelines this #Ramadan.

Groups of six people or two households can meet outdoors. Remember to keep your distance.

More information: https://t.co/jZcQqKISec https://t.co/SLMNt4EJOW"
DHSCgovuk,COVID19,1383800301665148935,2021-04-18 15:11:16,224,57,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 18 April, 42,780,069 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQxWqz https://t.co/QVksjMgufy"
DHSCgovuk,Covid19,1383774942689333250,2021-04-18 13:30:30,45,19,"Millions of people in England are already using regular rapid #Covid19 testing to help protect those around them.

Tests are free, easy to do, and results come back within 30 minutes.

Book your test here:
▶️ https://t.co/6WZi7wtW9c https://t.co/82grGGC9Iq"
DHSCgovuk,MentalHealth,1383744618768965637,2021-04-18 11:30:00,29,28,"The Mental Health Act consultation is closing soon.

Francesco from The Independent Mental Health Network calls for people with lived experience of the #MentalHealth Act to respond to our consultation on proposals to reform the Act.

Have your say 🗣️
https://t.co/UJqYKWl0py https://t.co/Xephe2vDjw"
DHSCgovuk,COVID19,1383699320252375040,2021-04-18 08:30:00,189,88,"The second dose of the #COVID19 vaccine helps to provide longer-term protection.

Don't delay in getting yours when it is offered to you.

Find out more from the NHS:
▶️️ https://t.co/9YB3v8UDZN https://t.co/YesMz131zL"
DHSCgovuk,COVID19,1383097430032445444,2021-04-16 16:38:18,209,136,"The JCVI has advised that pregnant women should be offered the #COVID19 vaccination at the same time as everyone else, based on age and clinical risk.

There have been no specific safety concerns from COVID-19 vaccines in relation to pregnancy.

More:
https://t.co/NRsSNY3xcW https://t.co/nhvkXXHmDG"
DHSCgovuk,COVID19,1382246842407194626,2021-04-14 08:18:22,83,35,"We are deploying additional testing and enhanced contact tracing in an area where the #COVID19 variant first identified in South Africa has been found. 

Those living within a targeted area of SE16 in Southwark will be offered a PCR test.

More info ⬇️
https://t.co/kIYGniXUJE"
DHSCgovuk,COVID19,1381988043247222790,2021-04-13 15:10:00,127,37,"More than 32 million people have had the first dose of their #COVID19 vaccine.
 
If you are aged 45 and over, you can now book your vaccine appointment.
 
Find out more: https://t.co/TbhWFmdpnP https://t.co/KCLTj7nwYo"
DHSCgovuk,Covid19,1381941486820995077,2021-04-13 12:05:00,101,85,"All adults in England can now get free rapid #Covid19 tests twice a week.

The more of us that take part, the more we can help protect each other.

#GetTested today:
▶️ https://t.co/2nGOFQmtJL https://t.co/br2jnRAdd0"
DHSCgovuk,COVID19,1381878040985239553,2021-04-13 07:52:53,64,58,"We are deploying extra surge testing &amp; enhanced contact tracing in two London boroughs where the #COVID19 variant first identified in South Africa has been found.
 
Everyone in these boroughs should request a PCR test:
▶️Wandsworth 
▶️Lambeth
 
More info⬇️
https://t.co/CVdEJCrTEb"
DHSCgovuk,BuildBackBetter,1380461736222978048,2021-04-09 10:05:00,33,12,"“It’s a model of how care can be provided in the future”.

@MattHancock visited @uhbtrust to see the progress being made in construction of a new ambulatory unit.

New projects such as these will improve diagnostics &amp; treatment for patients.

#OurNHSBuildings | #BuildBackBetter https://t.co/0vm6JM4imz"
DHSCgovuk,COVID19,1380437829818322945,2021-04-09 08:30:00,86,58,"The second dose of the #COVID19 vaccine helps to provide longer-term protection.

Don't delay in getting yours when it is offered to you.

Find out more from the NHS:

▶️️ https://t.co/6ePOXYlDY6 https://t.co/adoWpfY5oB"
DHSCgovuk,COVID19,1380422729686339584,2021-04-09 07:30:00,115,99,"From today, free rapid #COVID19 testing will be available for everyone in England. 
 
Testing will be offered twice a week and will help: 
▶️ suppress the spread of the virus
▶️ return to a more normal way of life

Book a test today:
▶️ https://t.co/6WZi7wtW9c"
DHSCgovuk,COVID19,1380252859577602052,2021-04-08 20:15:00,23,11,"From 12 April, care home residents will be allowed two regular indoor visitors.

To keep themselves, staff and residents safe, visitors will still need to:

✅ take a #COVID19 test beforehand
✅ wear PPE 

Click below for full guidance 👇
https://t.co/yyePMhPHNR"
DHSCgovuk,COVID19,1380211337662398471,2021-04-08 17:30:00,15,8,"Scientists at the MRC-University of Glasgow Centre for Virus Research are playing a vital role in tracking new #COVID19 variants. 

Find out how the tools they have developed will help with studying viruses and updating vaccines in the future 👇 

@CVRinfo @The_MRC @UofGlasgow https://t.co/yiEY5mTcoy"
DHSCgovuk,COVID19,1380176454726586369,2021-04-08 15:11:23,159,45,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 8 April, 37,899,029 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/BFZA8ReOLX"
DHSCgovuk,COVID19,1380143398015799302,2021-04-08 13:00:02,327,185,"""People should have confidence and come forward for their vaccination when they are offered it.""

Professor Jonathan Van-Tam talks about the new advice from the JCVI on the #COVID19 vaccines 👇

Find out more:
https://t.co/wsZIQ01gTY https://t.co/kyQmuqQuKF"
DHSCgovuk,COVID19,1380080473552998405,2021-04-08 08:50:00,46,17,"Latest results from one of the largest #COVID19 studies in England by @ImperialCollege and @IpsosMORI suggest:
 
▶️infections have fallen by around 60% from the previous study in February
▶️the vaccine rollout is helping to protect against hospitalisation and deaths
 
More 👇"
DHSCgovuk,COVID19,1380045242859188226,2021-04-08 06:30:00,71,63,"The JCVI has advised that it is preferable for adults aged under 30 with no underlying health conditions to be offered an alternative to the Oxford/AstraZeneca #COVID19 vaccine where available.

Click below for the full details:"
DHSCgovuk,COVID19,1379873233986551813,2021-04-07 19:06:30,47,27,"The JCVI has advised that it is preferable for adults aged under 30 with no underlying health conditions to be offered an alternative to the Oxford/AstraZeneca #COVID19 vaccine where available.

Click below to find out the full details:"
DHSCgovuk,COVID19,1379814107172442115,2021-04-07 15:11:33,155,46,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 vaccine doses that have been given in the UK.

As of 7 April, 37,391,103 COVID-19 vaccine doses have been given in the UK.

Visit the @PHE_uk dashboard for more info:
▶️ https://t.co/cQkuLQglz1 https://t.co/fxJAH2pBJL"
DHSCgovuk,COVID19,1379750802135293958,2021-04-07 11:00:00,44,28,"From 12 April, care home residents will be allowed two regular indoor visitors.

These visitors will still need to:
✅ take a #COVID19 test beforehand
✅ wear PPE 

to keep themselves, staff and residents safe.

Click below for full guidance 👇"
